,0
1356,there follows on this also a spiritual and intellectual rigidity the orientation of the ideologue of the social activist but also of all our intellectual class right and left as of those who work in the corporate world and in most of the military
1357,they’re stiff and constrained because in short they live in utter fear fear that they will lose something
1358,they have very little to lose but they live in this fear anyway and this is why when there is a question of potential gain or worse for them potential loss they react with desperation they freeze in terror and hyperventilate
1359,our politicians are all like this and quiver in fear of the spanking hand
1360,everyone was already so tired of their robotic platitudes that they repeat out of timidity and because they’re all owned which is why a man like trump who seems not to care and to find joy in this flouting and energy in this outrageous looseninghe seduces
1361,the modern world is a killjoy in short
1362,but the ancient greeks were quite different and different also from the overserious stuffy men with english accents who play them in period dramas
1363,what they admired was a carelessness and freedom from constraint that would shock us and that upsets especially the dour leftist and the conservative roleplayer
1364,there was a hippocleides from athens said to be one of the most beautiful youths herodotus tells this famous story of a man admired by all the world of the time
1365,he went with dozens of other youths from various greek cities to try to marry the daughter of a very important and rich autocrat in sicily
1366,this man decided to test out the suitors to find which would be the best husband for his daughter he put them up for a time treating them with lavish parties while he tested them in feats of athletics wit conversation and other abilities
1367,it’s a sign of this people’s greatness that marriages weren’t conceived purely as political or financial alliances but that their aristocracy paid attention to biological quality in pairings
1368,very few nations have the freedom from the fear i speak of only a few peoples have had the sense to raise their snouts from the ground look to the stars and consider something other than the utility of immediate advantage in marriage and children
1369,the way our own elite today marries and pairs off by the way is anything but “eugenic” two overthehill spent people in their thirties marrying for “practical” reasonsthis doesn’t give rise to strong children
1370,the bodies of middleaged people nauseate me and i assure you they bring nausea to nature as well
1371,in any case hippocleides was becoming the favorite of the father for all his great qualities his illustrious lineage his looks and his charm in conversation
1372,at the last party however hippocleides got drunk and decided to start dancing on the table
1373,then he started to dance upside down on his arms moving his legs around
1374,well you know that men then didn’t wear the ridiculous constraining clothmo clothes we wear today such as pants so the father was offended at the show
1375,he said “hippocleides you have just danced yourself out of a marriage” but the answer was “hippocleides doesn’t care” in this one phrase you have the whole attitude of this beautiful reckless piratical aristocracy that colonized and conquered their known world
1376,it’s an attitude that upsets all the moralfags of our time of the left and right
1377,hippocleides went there to have a good time to display and use his powers and excellences and biological superioritybut these two things are the same
1378,he didn’t care about the gain or loss of a wife
1379,he didn’t go to act like a meek beaten male ready to dance to some sclerotic’s tune
1380,he was as careless of his own property as of others’this is what tacitus says also about the most noble men among the germanic tribes who lived only for the joy of war and battle
1381,this is what the great among the greeks admired
1382,another story shows you the same thing it is also the attitude of diogenes the cynic
1383,when alexander the great came before his bathtub and asked him what he would want most of all in the world diogenes told him to get out of the way stop blocking the sunhe was just trying to catch some rays
1384,now compare that to one of our slavish intellectuals and philosophers and how their meager spirits would huff and puff at the approach of even a midlevel constipated bureaucrathow distinguished
1385,the honor
1386,alexander said that if he had not been alexander he would wish to have been diogenes
1387,i don’t know if i can recommend for you to be like diogenes or hippocleides
1388,it’s hard maybe you have to be born that way
1389,i can tell you it’s a better thing to aspire to divine carelessness that comes from embracing the life force and that this is what this great people loved
1390,anything truly great must have some of this divine carelessness
1391,didn’t the christians also believe in “give us but our daily bread”implying that this is enough and you shouldn’t worry about anything else even for the week
1392,nietzsche say good things about poverty independence and being of good cheer
1393,and these were very poor men but the sons of god need nothing more
1394,52 schopenhauer explains the carelessness and joyful frivolity of women by the fact that they live in and for the genius of the species
1395,although unconscious of it they are full of its boundless aims that reach far beyond the individual with his petty anxieties and cares the coming of the next generation is the most serious matter
1396,they live in the species
1397,in them the species rejuvenates itself
1398,it goes without saying i’m talking of women in the best case and most specimens are botched
1399,why are they botched though
1400,they’ve been taught to hate their own natures and instincts and in some cases these instincts have been warped or butthexxed into something else they’ve been as a wit recently put it bernankefied up the ass
1401,modern women have given up this great advantage so they can become neurotic copies of gay deskworkers
1402,they’ve abandoned the great power endowed in their blood
1403,if you don’t believe me remember a carrier pigeon that knows the waysurely he would lose his way if he saw a map and had to think about it
1404,what comes from the blood is best
1405,but it’s hard to hear this call of instinct today because you’re taught to distrust it
1406,abandoning yourself to instinct once one has a discipline and practice through the body a man can pass over a chasm on a tightrope with a sure step the left talks much about letting loose about no longer being repressed
1407,if they only understood what this really meant
1408,i will show you men who really didn’t have any hangups who weren’t repressed at all
1409,one name was clearchus and he was a spartan general
1410,he was sent by sparta to city of byzantium by mouth of black sea
1411,they had asked for help
1412,he came there as military advisor but soon no longer answered to sparta he used his power and contrived to invite the prominent men the senators and the rich of the city to a meeting where they were then hung by the neck
1413,he took their property and took the prize of sovereignty in this place
1414,after sparta sent an army to dislodge him he put up a great resistance in difficult battle but was defeated
1415,then clearchus managed to escape while the city was besieged by night he sneaked away in a ship with the treasure from a neighboring city that he had also taken over
1416,eventually he fled to persia
1417,but in persia he didn’t just enjoy his riches which he had won by the power of his hand
1418,this man was possessed by the passion for war and adventure
1419,he put out a call for many mercenaries from all over the greek world and led this army through many bold enterprises in the wilds of thrace and the middle of the persian empire where however he died because of treacheryhere he was carelessyou must be careful and know how to use the fox as well as the lion in you
1420,i tell you of another man praised by machiavelli as a guide for life a kind of life coach
1421,he talks about a man agathocles from the ancient city syracuse a greek city in sicily
1422,this man rose from humble beginnings through the ranks of the army because of his great bravery in battle and his astute mind planning stratagems and ambush
1423,eventually he was appointed top general in the city where again totally uninhibited and unencumbered he invited the full senate and all the notables to a meeting where his soldiers killed them all
1424,he took the prize of power in this city
1425,then with many struggles he defeated the carthaginians who were harassing the greeks in sicily by landing in africa and giving them bloody nose
1426,he ruled securely and in great glory
1427,i tell you these stories because they show the lives of two men who were similar who knew how to really let loose who weren’t held back by petty inhibitions
1428,these are men who really knew how to enjoy their freedom and who weren’t limited by the opinions of others
1429,what was slogan of last decade in america
1430,yes you can
1431,this is slogan of last decade in america at least and i see no reason why you shouldn’t take this idea to its conclusionsafter all no one of the very moral wise men who rule that country saw anything wrong with that slogan
1432,surely they must want you to have “internalized” it
1433,please remember that these small people like bill gates zuckerface and bezos are entirely dependent men
1434,they can’t really do with their wealth what you think they canfor example they could never just kill a man and take his wife but even the ruler of the smallest african country has this power this true wealth
1435,when your happiness and wealth depends on the force of arms of another you’re not really your own mannor can you enjoy the greatest delights in life
1436,clearchus and agathocles knew this they show you one of the ways out they’re really authentic men who went their own way
1437,yes you can
1438,53 the pirate and the fortress “work was never pleasure for me nor homekeeping thrift which feeds good children
1439,but to me oared ships were pleasure and war and wellglinted spears and arrow” so speaks odysseus playing the pirate
1440,this is motto and life of the pirate
1441,do you understand what pirate is
1442,many times i’m asked why the bronze age
1443,because it’s the heroic age you see in iliad and odyssey yes but don’t forget what hero really means
1444,thucydides says the men of that time enjoyed piracy and saw nothing wrong with it and this is true
1445,and what is the pirate but the original form of the free man and of all ascending life
1446,how pathetic when you are told now about “living life” or “having a life”these people know nothing about what true life means
1447,compare the intensity of alcibiades that superpirate or of what i am about to describe here to the “life” you’re encouraged to “have” today
1448,how worthless the vaunting of these anxious creatures who live on pharmaceuticals cheap wine the rancid fartfumes of status and approval they beg from each other
1449,schopenhauer says that at some point in the past all animals were herbivores but then some species decided to take its own life in its jaws to risk itself and with great daring become a beast of prey living off the hunt
1450,the predator is always the more intelligent animal
1451,in every decision to become a hunter or pirate a man or a people is showing great daring and embarking on great freedom
1452,hero is not slave to the many who sacrifices himself for them the common man is awed by this kind of “sacrifice” because they would never do this for themselves or others
1453,but this is hero reduced to faithful dog
1454,wolf seeks not to “sacrifice” anything but to discharge its powers over territory
1455,we take the wolves and lions and leopards from among us when pups and break them with false ideas vicious conditioning and lately drugs that would have lobotomized a da vinci an alexander a frederick the great out of existence in his youth
1456,then the energy that remains to them is channeled into mindless work for money
1457,labor and commerce are the ways to subject you to mere life and its preservation when the superior are corrupted to a life of work and finance they slowly move for their own destruction in the long run
1458,i could say leisure is the source of all great things
1459,the preservation of life is tedious freedom from its demands is needed for all high science art and literature as well and also all beautiful living all adventures all development of your body to the heights of beauty
1460,one of the reasons the modern world has no great culture is because the sons of the rich have such bad conscience about not working they all strive the same as others to climb on top of each other in normie jobs
1461,just fifty years ago most used to list “sportsman” as their main profession that was in a recent time with slightly more beauty and more art
1462,butbutit is wrong to look at this aspect of life because it assumes we have more familiarity with it than we do
1463,it’s not just that we don’t “deserve” to have a higher culture although it’s that as well but that the purpose of such a thing is completely alien to us
1464,from the point of view of real culture and refinement we’re as barbaric as the most obscure herd of the khwarezm where the women scratch their pubes in public we’re just more tame and insipid than they were
1465,so when i mention leisure don’t imagine i mean by it what you mean by it
1466,it’s not just leisure you don’t need just leisure for higher life but specifically leisure for preparation for war 
1467,to escape the subjection of our time you can’t really look to science or art any longer you have forgotten their purpose
1468,they’ve been defanged and almost all participation in these today amounts to a kind of cargocultism
1469,who can even think of a true scientist or artist among us
1470,i think there is maybe a century since one existed
1471,just see how cellini crafted his perseus in what frame of mind he was and how foreign this is from our “artist” diddlers
1472,paglia says the artist is an obsessive with a mind close to that of a stalker or serial killer and she is right look at monomania of newton or character of people like balzac or baudelaire
1473,violent spergs and obsessives
1474,our diddlers are diddlers because they lack all intensity and all faith in themselves and what they do
1475,they’re not even nihilists they lack all conviction in nihilism too they just lack intensity they’re pissed dry
1476,this is why in this book i don’t promote for you the life of the scientist or artist or writer because in our age these degenerate to hobbies and ways to pass the time and there’s no value in this
1477,people who promote these things without really having a reason to are just doing this to make you harmless and to advertise to others in media or elsewhere that they too are harmless
1478,what past ages understood by leisure is very different from what we understand
1479,should robots relieve mankind of labor there won’t be any flowering of the intellect or the arts or sciences
1480,it’s not enough not be free from work because the retired and the neet’s are like this as well as most academics and many others but all do nothing that’s worthwhile
1481,they’ve been reduced to a constrained and dependent state and this is the problem
1482,constrained and dependent people don’t have real thoughts for same reason that nations without manufacturing don’t really understand anymore what “innovation” and invention was for in the first place
1483,so our science and technology too is just more diddling
1484,cervantes completed don quixote while in jail spinoza was a lensgrinder diogenes was homeless and many other great things were done by people who were poorer or in direr straits materially than people today
1485,and yet one can’t deny that the life of the average american is that of an overworked overstressed slave but the rest that would come from relieving him of that would be just that simple rest if it doesn’t also come with manliness and sovereignty
1486,there is no substitute for freedom and powernot even the feeling of freedom of power is a substitute for the real thing
1487,the pirate the true warriornot the modern soldier in subjection to a high brass eunuchis the only free man and it is this freedom the primal freedom of the bronze age that some must recapture before anything else can be done
1488,listen to what tacitus says of the ancient germans they preferred to win through battle the things of life and considered it mean and petty to work the land and sweat and toil rather than to get their living by their spears and by risking their blood
1489,they otherwise spent much of their time in feasts and idleness
1490,the noblest youths among them if their tribe was at peace would go to other tribes to seek out wars because lack of adventure was odious to their race and only through risking blood did they win distinction
1491,this was also attitude of the medieval knight the chevalier the rittern the riders who considered the life of the serf of the community to be mean and dirty worthy of slaves and low castes and women they were always ready to ride away to new things and new adventures of glory and danger
1492,so you see it’s not enough to say “such people were freed from caring for the necessities of life they had leisure” it was leisure of a very specific type
1493,the roman aristocracy as nietzsche says had the motto otium et bellum leisure and war these being the only right ways of life for a man of power and freedom
1494,in celine’s journey to the end of the night i think he says at one point that his landlady otherwise a modest woman had an aristocratic contempt for labor this was but an idle vestige and he makes fun of it
1495,by his time the last flower of the aryan aristocracy had been extinguished as nietzsche says in french revolution a mass revolt of racial slaves that remade europe and took it on the downward path
1496,then there was another peripheral aboriginal revolt in 1917 that plunged europe into a civil war from which it still hasn’t recovered
1497,but in celine’s book the main character in his restless seeking in this trash worldhe was looking for that hidden key the true freedom into the expanse of open space that he could conquer
1498,where to find the frontier
1499,there are many places but path is not easy
1500,in the nations leisure from the slave state must be secured and this leisure must immediately be used in preparation for war
1501,in greek city the man of power spent his time in the hunt at the gymnasium in the study of military history and strategy in every way making himself ready for war
1502,many think of the greek age when they think of its spirit they think of a kind of solidarity and soldierly order quite different from what i talk about herethey think of the line of hoplites and their discipline
1503,they think of this age as one where the individual subsumed himself to the city and its laws to the discipline of the ranks and they connect this seeming egalitarianism to the practice of democracy in our time
1504,in this way they want to flatter themselves
1505,modern man is then called on to make a similar “sacrifice” and blamed for his selfishness
1506,this is confused
1507,in beginning the hoplite the man who fought with heavy round shield tall spike and heavy armor he did not come as a “tool” of the republic or a democracy the way modern soldiers are tools of the slave state
1508,if you want to see what the spirit of the bronze age is you look to ancient drinking song at the mess halls of crete and sparta “this is my wealth my spear and my shield
1509,with this i trample sweet wine from the vine
1510,with this i am called master of serfs
1511,those who do not dare to have spear and sword and fine leather shield to protect skin all cower at my knee and submit calling me master and great king” this was real song a popular drinking song among the ruling men
1512,such formed small companies of adventurers who early on took over the state away from the mounted aristocracythemselves equally piratical predators
1513,some time after they took over a state and established themselves as its rulers they then “submitted” themselves to the rigors and discipline of a strict training program
1514,but only in the sense that an athlete enters training in a team specifically for making himself strong and ready for a task and never losing sight of that specific task
1515,when we see the greek cities at their heights in the classical era for which we know this culture ruled either by aristocracies or in some cases democracies we see cities where such men have taken over and built a state for themselves and for the purposes of training for battle and supremacy in battle 
1516,that same haughtiness and lust for physical power that you see in the song that never left them
1517,in the case of democracy the only difference is that the sailors are added also to the ruling assembly of armed men
1518,and you can understand then the meaning of this ancient “publicspiritedness” which isn’t that at all but free men accepting the rigors of training together so they can preserve their freedom by force against equally haughty and hostile outsiders and against racial subordinates at home
1519,any “racial” unity of the greeks was therefore only the organic unity of culture or language but never became political such people would never tolerate losing the sovereignty in the states they and their recent ancestors had established to protect their freedom and space to move
1520,but to draw any parallels to our time is absurd these men would have never submitted to abstractions like “human rights” or “equality” or “the people” as some kind of amorphous entity encompassing the inhabitants of the territory or city in general
1521,they would have rightly seen this as pure slavery which is our condition today no real man would ever accept the legitimacy of such an entity which for all practical purposes means you must for entirely imaginary reasons defer to the opinion of slaves aliens fat childless women and others who have no share in the actual physical power
1522,how is it possible for all to have an equal share in the state and a full demand on its resources when they in fact possess no actual physical force and if you think this question through you will understand also the nature of our subjection in this time
1523,because it is not these people who are at fault but a hidden power that uses them as a pretext
1524,modern “democracy” is totalitarian and vicious and tries to subject the best to the rule of the heaps of biological refuse and most especially to the rule of those who can stir them up
1525,the military men who constitute its external defense and its internal police forces should in principle never accept this condition
1526,that they do is a great question mark how is it possible
1527,to what end and how did they agree to this
1528,what’s in it for them
1529,the ancient life that i describe here the bronze age mindset is one of complete freedom and power
1530,there is a hidden path for you also that remainsbehind the marketplace it begins in the thickets of small woodsit winds up many steep paths toward the high mountain air to life in the ascent uncorrupted by the miasma of the yeast man and the toilets in the river valleysthe life on jason’s argo can be reclaimedand by some few in the modern world it has been
1531,54 greek friendship you think maybe i promote the ruthlessness of a machine politician with tunastained brown sportcoat or a petty office intriguer or catty interior designer with upward lilting voice who backstabs his colleagues to get contract
1532,fools you think i’m here to promote a “way of life” or morality
1533,no principles or ideas are of any use today all will be retooled and taken over by people like these
1534,selfhelp is completely useless and not what this book is about rather i would like most to go toward selfdestruction and to be rid of them
1535,i only care about very few who being constrained in their predatory nature by this openair zoo must look to the past to understand what is possible
1536,i want to give encouragement to some who are a certain way in their blood and to encourage them to become the purifying hand of nature
1537,among your instincts you will find the longing for strong friendships that the modern evil tries to snuff out
1538,and they have good reason to try this because every great thing in the past was done through strong friendships between two men or brotherhoods of men and this includes all great political things all acts of political freedom and power
1539,the modern zoo wants you instead to be a weak and isolated “individual” in most greek cities there were the aristocratic clubs or fraternities which were always places of great plans great ideas and spiritual ferment
1540,here were made great political plans plans of colonization and exploration of new lands and new cities plans of conquest actions against the designs of tyrants and plebs
1541,where is your bulwark today against babylon when all this has been made illegal for you
1542,in life of cellini you see how different is a real free man when insulted or when one of his friends or family is hurt he gathers fifty bravos for a raid on the enemy something impossible in our states today not only because of the immense power of the evil that suffocates but also because you have no such friends who could or would help you
1543,a brotherhood of men in this form is the foundation of all higher life in general there is a certain madness an enthusiasm that exists also in a community of true scientists or artists that follows this same pattern
1544,it is totally forbidden in our time it’s totally absent in universities which is where science has been sequestered
1545,but what fate can science have here
1546,everything in corporate labs in universities as in government labs and at the military and intelligence facilities that still carry out some scientific taskseverything militates to crush the spirit of science
1547,the dedication severity focus and enthusiasm necessary to sustain true scientific enterprise are forbidden because they make women and weaklings uncomfortable the presence of “lactation rooms” and an environment where such rooms could even be builtthe suppression of vigorous debate the promotion of an “unhostile environment” of petty chitchat and chumminess the subjection of scientists to administrators human resources cunts with fibromyalgia to the crushing banality of everydayness all of this reduces the young scientist to domestic muck again and destroys his aspirations and will
1548,the assault is very heavy in silicon valley and other holdouts of research as well where however there wasn’t any serious innovation being done in the first place already technology had been reduced to the development of dick pic apps for adolescents
1549,science has long ago ceased and been castrated will it be born again
1550,the cleansing barbarism that i talk about here must first sweep the world no science is possible any longer nor anything else in a place where all spheres of life have been submerged into the great mother of the yeast
1551,but this isn’t really about science or art i say again you’re very far from understanding what those are even supposed to do in the first place
1552,do you know how for greek all higher aspirations went into strong friendship between two men who together dedicated themselves to a higher task
1553,in thebes epaminondas and pelopidas reformed the state and established a democracy based on the pythagorean sectthat last part not important
1554,they believed in some peculiar things like reincarnation the veneration of the “left side” and also of beans and other legumes which i don’t understand so well
1555,but it was they who established the famous “sacred band” the elite military unit that broke the power of sparta
1556,this group was formed of close friends and you will always have too much love and compassion for a real friend to waiver in courage in front of himbut i doubt you understand what such friendship means or that you ever had such friend
1557,in athens the two friends harmodius and aristogeiton put down the tyranny through their schemes and their bravery this is you know why all tyrants and totalitarians are suspicious of strong friendships between men
1558,most of all this is feared by the middleaged lesbos and defectives that are used as guards by our prisonstates
1559,and yes i know the rumors that these friendships were sexual but i believe this is misunderstanding and exaggeration promoted by the homonerds of our time for reasons i will explain later
1560,the model for all such friendships was that between achilles and patroclus homer never hints such friendship was sexual
1561,it is only out of the poverty of our imagination that we think it was because we can’t conceive of such intense love between friends without some carnal or material benefit in play
1562,it was out of his friendship for patroclus that achilles embarked on his great rampage it was for the sake of his friend that he would not tolerate living a long and inglorious life at homehe chose instead a short and glorious one and a violent death full of promise and beauty
1563,friends can spur you to this
1564,how shameful to drag out life like a dog and die overseen by strangers in a hospital who hate you rather than to die in the prime of your youth for the sake of your friend and to leave behind a beautiful corpse
1565,the original form for all this was the divine pair of charioteers castor and pollux or for the aryans it was the ashvin twins and for the saxons it was horst and hengist the pair of the chariot driver and the archerdo you understand this is the real root of all the higher aspirations of europe
1566,the charioteers who took over europe around 1500 bc depended on this close bond between two men for its military organization and probably this people itself had its ultimate origins in friendships of this kind
1567,the spartan state in any case entirely depended in its education of youth on this pairing of two friends as knight and squire
1568,it was this conquering aristocracy that really made europe stand out from the morass that the rest of the world has always been stuck in and for the greeks and all great men of the bronze age and not just the greeks friendship wasn’t just a way to “temper” the lust for power and adventure that some of you will surely embrace but an absolute prerequisite for it
1569,it is most of all not a duty
1570,friendship is a social relation of a kind that is beyond all “ethics” you see and if you ever think of it in terms of ethics you misunderstand it
1571,it is a great pleasure between two very different from sexual pleasure between man and woman but of the same species in that it is pleasant and never feels like “ethics” which is for cows
1572,there have been a few attempts in our age to replenish this form of friendship for example montaigne’s famous essay
1573,there have been other attempts as well you find some nice words on friendship in nietzsche in zarathustra  and then most of all there are the modern scouting movements that come from germany and from this same spirit
1574,the first movement like this was called the wandervogel but there were various others all based on the experience of nature the promotion of camaraderie and of nationalism
1575,this included the jewish youth guard movements that became zionists the boy scouts and others in america of course
1576,among the jews the promotion of this kind of camaraderie and friendship was a great miracle in the early 20 th century because it so much went against their culture of the cramped shtetl  of nerds dominated by women and old people and by fear
1577,it was a great act of selfovercoming for them and many are right that in some sense the creation of israel is the most “antisemitic” act ever conceived
1578,it is in any case a great model for others to show that reestablishment of antiquity is fully possible although there is no real reason why americans or europeans should have any regard for the welfare of this country
1579,in their case too however by our time that spirit of piracy is long gone and they’ve gone so soft that on the streets of tel aviv you have yemeni “jewish” bluegums with rasta style feeling up ashkenazi girls and in general a feeling of torpor
1580,the condition of other modern nations is worse
1581,in our time friendship is made illegal between boys in school real fraternities are for all purposes banned and the scouting movements are forced to accept womenand women are destructive entirely of any great friendship
1582,in private life friendship among isolated and defeated modern males is unheard of
1583,men are deluded into thinking their wife can also be their best friend and this of course also makes their wives lose respect for them
1584,then also so many are rightly afraid of the way such relations have been sexualized between men and are never sure if a prospective friend has sexual intentionsat the same time as all this goes on gays act out a domesticized and castrated parody of friendship
1585,where to recover true friendship then
1586,in this case though more than in others how could they stop you if you only learned to listen to instinct and follow the pleasure of desires
1587,there’s nothing in principle that the state can do to stop you if you should give yourself over to real friendship
1588,all of the things i’ve said are a kind of conditioning a very strong conditioning but it’s all a form of psychological control that should in principle be easy to break
1589,all you need to do is give in to desire for great things
1590,the true foundation of the bronze age of the age of great adventuressuch a thing is a matter of the blood and spirit and for those few among you who are suited to it it should be as easy to recover as the carelessness that comes from filling yourself with the fire of the lifeforce
1591,you must only embrace your own instincts with abandon and understand that in common dedication to a higher cause a great friend is invaluable because you spur each other on and keep guard on each other in the mission
1592,55 superman mindset inside every noble greek was an unquenchable lust for power and this means power to become lord over life and death in your state
1593,it’s hard to understand what this means from looking around today because there’s nothing like it from the big examples you might have heard
1594,many of you might think of dictators in north korea or some public lavatory of the world or of the great total states of the last century but you’d be wrong
1595,these men weren’t really free or powerful in many ways they were hostage to their own security services
1596,someone like stalin was trapped in a stream of events where his freedom to operate existed only in the realm of murder and murder alone and any small step outside of this would mean his doom
1597,ideology is so tiresome
1598,these are “systems” of control that call on the mobilization of the entire society and the demands of this control far outweigh the capabilities of a single man
1599,in a monarchy he could delegate these tasks to ministers and concern himself with other projects but someone like stalin or mao can’t really do that
1600,you must understand that all true greatness is parasitic on matter for example the brain and nervous system are parasitic on the body for anything good to happen the capacity of the hegemon must exceed the demands made on it for attention management and control
1601,the analogy here would be a body with the lower organs so large and powerful their demands for control so overwhelming that the brain would be barely equal to the task and would remain entirely in their service although ruling or tyrannizing over them
1602,that is the kind of “modern dictator” you know about
1603,and the types of men that are drawn into this today are also quite different they are the kind of ideological martinet you meet every day among those who are “public spirited” and into “public service” it’s a kind of very aggressive schoolmarm type
1604,this is a lower kind of creature
1605,what i’m talking about is entirely different from public service but seeks to live like a parasite on the state and on the substance of its various factions to pursue quite different interests and desires
1606,they have interests alien to yours
1607,in the modern world this condition isn’t approached by dictators of totalitarian states but certain others i will describe soon
1608,in fact the great totalitarian states you know about weren’t that different from our own or the “liberal democracies” we live in the same kind of state only that it is more prosperous and the viciousness of the power is indirect and hidden
1609,but it is no less monstrous
1610,if anyone is free it certainly isn’t anyone you see or know about
1611,no greek that i talk about in any case would have enjoyed being the gofer of the national security and industrial state and its thousands of demands
1612,such men saw the prize of sovereignty as a meansa perch from where they could remain watchful over the state and of territory far outside it and swoop down like eagle for the prize in one swoop the king of birds catches its bloody prey in fast talons
1613,they were true artistes  take for example periander of corinth
1614,this man’s name means literally “superman” at no point in his life as king of corinth did he restrain his lust for the darkest paths it is said he copulated with his mother that he violated his wife’s corpse and much worse
1615,he had all the boys on the island corcyra castrated
1616,and having done all this he was memorialized as one of the sages or geniuses of the ancient world
1617,a philosopher and a poet he wrote an epic on the mysteries of nature that showed themselves to him alone on afternoons when the long shadows make the bluegreen shores of those seas whisper to ears ready to hear
1618,he supported also the art and philosophy of others in the state but only out of a careless generosity i was there at his court i played the harp and he once threw a wellused courtesan in my lap with a gesture of disdain
1619,it is true that he established his city as a great trading outpost bringing great wealth
1620,he also built the first railroad in historya kind of way to transport goods across the isthmus of corinth at the time a great innovation
1621,he did many other such thingshe established colonies abroad he built temples he chastised the nobles and raised up the middle classes but you must forgive these acts or rather not misunderstand them
1622,he never did any of this “for the good” out of duty or necessity but rather these actions flowed from those we consider vices as a kind of excess
1623,everything came from his instincts to conquer and expand the domain of his action
1624,born to power in his state he could have chosen a middle course
1625,if he had excessively enjoyed honorsor prestigeor security
1626,these were his to have and easily
1627,the great danger for a house passes once the son is able to succeed the father in seat of king
1628,but he gave all this up for really no reason
1629,he chose a path of adventure but he chose even a path of sorrow
1630,in all he did there was a kind of artistic sorrow and grotesque misfortune that he seemed to want to bring on himselfto make life interesting or so he could overcome even this latest outrage
1631,he killed his own wife and i know why
1632,she was pregnant and though he had copulated with her in a dream he received word that during the act a small snake had become attached to his member
1633,and that a monster would be born
1634,then it’s said that his son was murdered by those same people from corcyra that periander had made the subjects of his weird experiments but that they did so because they loved the youth
1635,but this is absurd
1636,the real reason was that he was trying to impregnate all the women on the island
1637,so periander dreamt he would become progenitor of a “brood of snakes” he only ever saw political office as a means to selfovercoming and selfperfection as a way to turn himself into a living work of art
1638,from this came for the citizens much good and also much bad
1639,it has to be expected that such men will appear as monsters to others
1640,in any case the things he did were hardly the worst
1641,one other man i can think of a tyrant or a king have it what you will he married off the women of his state to slaves through this overturning of values that he learned from plato he secured his infamy and power
1642,do you understand what plato’s republic means
1643,it is a formula for such men to unleash their complete madness on the world
1644,it teaches them certain tricks to expand the domain of their struggle for selfperfection into every area of social life
1645,plato himself says that the secret desire of every greek was to become a tyrant and nietzsche understands all the greatness of that people their exploration of the seas and limits of the world their foundation of the arts and sciencesall of this as just an extension of this secret desire in the heart of every noble greek
1646,it was the secret desire also in the heart of the great french artists and it is simply put the unlearnable desire behind all great things
1647,if you have it you must by no means restrain it
1648,this is because human nature is feeble and easily led astray and only when driven by this kind of monstrous and singleminded obsession for the heights of power can it find the motivation to overcome the lying dirty ape in us
1649,a certain distance too from oneself is necessary
1650,a “clinical” eye in regards to oneself one’s faults is required for this mindset
1651,in our time this can be achieved in part by embracing spirit of true science whereas for man of bronze age it was easy to embrace because he saw things that happened to him including the great motions of the spirit the feelings that troubled him as instantiations of various gods for which he was not responsible and which he could therefore judge and evaluate externally
1652,his view was however correct
1653,for this reason when you see men like periander you have to understand their special quest wasn’t one where they try to accomplish “the public good” nor was it some worthless desire to dominate others or exert will for petty satisfaction they see others instead as tools or objects on a mission of self overcoming
1654,he was trying to turn himself into a work of art his life into a replay of the great motions of the stars or the secret passion plays of the gods
1655,in the same way that the greek state in general was conceived as a work of art by the citizens
1656,periander understood his position as king then as just another means here science here art could be free from all limits and could rule unhindered and embark on great experiments
1657,and yet from all this you see something very strangethe secret desire of every greekthe bronze age mindsetwas to be worshiped as a god
1658,this is the secret target to which that boundless lust for power aims
1659,there are many other examples
1660,among the spartans you find the great general lysander
1661,he turned the spartans from a land power into a great navy defeated the athenians and ended the peloponnesian war then he went from city to city as a liberator on a great tour of self glorification
1662,he was the first to be worshiped as a god at altars
1663,he had searched for this his entire life and it was the prize of his victories
1664,there was another such unlikely man brasidas a spartan general of a generation before lysander of very unusual character
1665,he liberated many cities by his force of personality and the magical charisma that emanated from his body
1666,a spartan and man of battle and the science of war he nevertheless managed to win by persuasion and speech only such man with disdain for words can really understand what speech is really for
1667,he was type of man who when his back is against the wall the strong spirit in him rallies like wild boar who rages in his thick chest when he is cornered by hunters and charges for the kill
