,0
1532,partnering with the hyatt corporation trump had a plan to replace the commodore’s classic brick facade with “a new skin” of reflective glass and to reopen it as the grand hyatt hotel this was in the brief window before the future us president began insisting that all his developments bear his name
1533,he extracted extraordinary terms from a city in crisis
1534,as phillipsfein explains trump would be allowed to purchase the property from the railroad for 95 million
1535,then he would sell it for a dollar to the urban development corporationfinally the udc would lease the property back to trump and the hyatt corporation for ninetynine years allowing the developers to pay taxes far below the normal rate for four decadesa windfall worth hundreds of millions of dollars
1536,as of 2016 trump’s tax break has cost new york city 360 million in uncollected taxes
1537,yes that’s right for 95 million down trump extracted a taxbreak windfall for the property worth 360 million and counting from the city
1538,the new hotel was a blightwhat one architectural critic described as “an outoftowner’s vision of city life” in other words it was vintage trump a man who would go on to sell the world on a russian oligarch’s vision of the united states as filtered through bootleg vhs copies of the eighties soap operas dynasty and dallas 
1539,in phillipsfein’s words donald trump and the developers who exploited the city’s desperation to build their towers had little interest in the rest of new york
1540,the fact that millions of dollars went to subsidize building projects instead of restoring public services or promoting recovery in the poor and working class neighborhoods of the city never registered as a moral concern
1541,what is striking about this story is not simply that a young trump seized on new york’s economic catastrophe to boost his own fortune extracting predatory terms from a government in crisis
1542,it’s also that this was not just any dealit was the one that let trump emerge from his father’s shadow and decisively turned him into a player in his own right
1543,trump’s career was forged in shock shaped by the unique opportunities for profit presented by moments of crisis
1544,right from his breakout moment his attitude toward the public sphere was that it was there to be pillaged to enrich himself
1545,it’s an attitude that has stayed with him ever since
1546,it’s worth remembering that on september 11 2001 shortly after the twin towers came down trump gave an interview to a radio station during which he could not help observing that with the towers gone he now had the tallest building in downtown manhattan
1547,dead bodies were in the street lower manhattan looked like a war zone and yet with only a little encouragement from the radio hosts trump was thinking about his brand advantage
1548,when i asked phillipsfein what lessons she drew from studying trump’s actions during new york’s debt crisis her reply was all about fear
1549,there was she said “this deep level of fear about bankruptcy fear of the future
1550,and it’s that kind of fear that really makes possible the cutbacks of the time and also the sense that the city needs a savior in the first place” since the 2016 election she has been thinking about this a lot
1551,“the way that fear can make things that seem politically impossible suddenly feel as though they’re the only alternative
1552,and so i think that is one of the things that we need to fight at this moment and to find ways to resist that sense of overwhelming fear and chaos and to find forms of solidarity that can counter it” it’s good advice
1553,especially since trump has assembled around him an allstar cast of crisis opportunists
1554,meet the disaster capitalism cabinet senior members of trump’s team have been at the heart of some of the most egregious examples of the shock doctrine in recent memory
1555,what follows is a brief overview of their exploits which by nature of just how many goldman sachs executives trump has appointed is by no means exhaustive
1556,profiting from climate change and war rex tillerson us secretary of state has built his career in large part around taking advantage of the profitability of war and instability
1557,exxonmobil profited more than any oil major from the increase in the price of oil that was the result of the 2003 invasion of iraq
1558,it also directly exploited the iraq war to defy state department advice and make an exploration deal in iraqi kurdistan a move that because it sidelined iraq’s central government could well have sparked a full blown civil war and certainly did contribute to internal conflict
1559,as ceo of exxonmobil tillerson profited from disaster in other ways as well
1560,as we have already seen as an executive at the fossil fuel giant he spent his career working for a company that despite its own scientists’ research into the reality of humancaused climate change decided to fund and spread misinformation and junk climate science
1561,all the while according to an la times investigation exxonmobil both before and after those two companies merged worked diligently to figure out how to further profit from and protect itself against the very crisis on which it was casting doubt
1562,it did so by exploring drilling in the arctic which was melting thanks to climate change redesigning a natural gas pipeline in the north sea to accommodate rising sea levels and supercharged storms and doing the same for a new rig off the coast of nova scotia
1563,at a public event in 2012 tillerson acknowledged that climate change was happeningbut what he said next was revealing “as a species” humans have always adapted
1564,“so we will adapt to this
1565,changes to weather patterns that move crop production areas around we’ll adapt to that” he’s quite right humans do adapt when their land ceases to produce food
1566,the way humans adapt is by moving
1567,they leave their homes and look for places to live where they can feed themselves and their families
1568,but as tillerson well knows we do not live at a time when countries gladly open their borders to hungry and desperate people
1569,in fact he now works for a president who has painted refugees from syriaa country where drought was an accelerant of the tensions that led to civil waras trojan horses for terrorism
1570,a president who introduced a travel ban that if it had not been blocked by the courts would have barred syrian migrants from entering the united states
1571,a president who has said about syrian children seeking asylum “i can look in their faces and say ‘you can’t come’ ” a president who has not budged from that position even after he ordered missile strikes on syria supposedly moved by the horrifying impacts of a chemical weapon attack on syrian children and “beautiful babies” but not moved enough to welcome them and their parents
1572,a president who has announced plans to turn the tracking surveillance incarceration and deportation of immigrants into a defining feature of his administration
1573,waiting in the wings biding their time are plenty of other members of the trump team who have deep skills in profiting from all of that
1574,profiting from prisons between election day and the end of trump’s first month in office the stocks of the two largest private prison companies in the usa corecivic formerly the corrections corporation of america and the geo group doubled soaring by 140 percent and 98 percent respectively
1575,and why not
1576,just as exxon learned to profit from climate change these companies are part of the sprawling industry of private prisons private security and private surveillance that sees wars and migration both very often linked to climate stressesas exciting and expanding market opportunities
1577,in the united states the immigration and customs enforcement agency ice incarcerates up to thirtyfour thousand immigrants thought to be in the country illegally on any given day and 73 percent of them are held in private prisons
1578,little wonder then that these companies’ stocks soared on trump’s election
1579,and soon they had even more reasons to celebrate one of the first things jeff sessions did as trump’s attorney general was rescind the obama administration’s decision to move away from forprofit jails for the general prison population
1580,profiting from war and surveillance trump appointed as deputy defense secretary patrick shanahan a top executive at boeing who at one point was responsible for selling costly hardware to the us military including apache and chinook helicopters
1581,he also oversaw boeing’s ballistic missile defense program a part of the operation that stands to profit enormously if international tensions continue to escalate under trump
1582,and this is part of a much larger trend
1583,as lee fang reported in the intercept in march 2017 “president donald trump has weaponized the revolving door by appointing defense contractors and lobbyists to key government positions as he seeks to rapidly expand the military budget and homeland security programsat least 15 officials with financial ties to defense contractors have been either nominated or appointed so far” the revolving door is nothing new of course
1584,retired military brass reliably take up jobs and contracts with weapons companies
1585,what’s new is the number of generals with lucrative ties to military contractors whom trump has appointed to cabinet posts with the power to allocate fundsincluding those stemming from his plan to increase spending on the military the pentagon and the department of homeland security by more than 80 billion in just one year
1586,the other thing that has changed is the size of the homeland security and surveillance industry
1587,this sector grew exponentially after the september 11 attacks when the bush administration announced it was embarking on a neverending “war on terror” and that everything that could be outsourced would be
1588,new firms with tinted windows sprouted up like malevolent mushrooms around suburban virginia outside washington dc and existing ones like booz allen hamilton expanded into brandnew territories
1589,writing in slate in 2005 daniel gross captured the mood of what many called the security bubble “homeland security may have just reached the stage that internet investing hit in 1997 back then all you needed to do was put an ‘e’ in front of your company name and your ipo would rocket
1590,now you can do the same with ‘fortress’ ” that means many of trump’s appointees come from firms that specialize in functions which not so long ago it would have been unthinkable to outsource
1591,his national security council chief of staff for instance is retired lieutenant general keith kellogg
1592,among the many jobs kellogg has had with security contractors since going private was one with cubic defense
1593,according to the company he led “our ground combat training business and focus on expanding the company’s worldwide customer base” if you think “combat training” is something armies used to do all on their own you’d be right
1594,one noticeable thing about trump’s contractor appointees is how many of them come from firms that did not even exist before 911 l1 identity solutions specializing in biometrics the chertoff group founded by bush’s homeland security director michael chertoff palantir technologies a surveillancebig data firm cofounded by paypal billionaire and trump backer peter thiel and many more
1595,security firms draw heavily on the military and intelligence wings of government for their staffing
1596,under trump a remarkable number of lobbyists and staffers from these firms are now migrating back to government where they will very likely push for even more opportunities to monetize the hunt for people president trump likes to call “bad hombres” this creates a disastrous cocktail
1597,take a group of people who directly profit from ongoing war and then put those same people at the heart of government
1598,who’s going to make the case for peace
1599,indeed the idea that a war could ever definitively end seems a quaint relic of what during the bush years was dismissed as “pre–september 11 thinking” profiting from economic crisis ties between the us government and the business world date back to 1776 several of the founding fathers were from wealthy plantation owning families
1600,the revolving door has been spinning ever since regardless of whether a democrat or a republican was in the oval office
1601,the difference with trump as is so often the case is one of volume and shamelessness
1602,as of this writing donald trump has appointed five current or former goldman sachs executives to senior roles in his administration including steve mnuchin as treasury secretary james donovan formerly a goldman sachs managing director as deputy treasury secretary gary cohn formerly goldman’s chief operating officer as director of the white house national economic council and dina powell formerly goldman’s head of impact investing as the white house senior counselor for economic initiatives
1603,even steve bannon once worked at goldman
1604,and that’s not counting trump’s pick to lead the securities and exchange commission jay clayton who served as goldman’s lawyer on multibilliondollar deals and whose wife is a wealth manager with the company
1605,making all these goldman appointments is particularly brazen given trump’s invocation of the bank to attack his opponents
1606,in a typically vicious salvo at his gop rival ted cruz he claimed the goldman guys “have total total control over him
1607,just like they have total control over hillary clinton” it’s also extremely worrying for what it says about the administration’s willingness to exploit the economic shocks that may well reverberate on their watch
1608,of all the major wall street investment banks at the center of the 2008 subprime mortgage crisis goldman sachs was among the most predatory
1609,not only did goldman do a huge amount to help inflate the mortgage bubble with complex financial instruments but it then turned around and mid crisis allegedly bet against the mortgage market and earned billions
1610,in 2016 the bank was ordered by the united states justice department to pay a settlement of 5 billionthe largest settlement goldman had ever paidfor these and other malpractices
1611,in 2010 it agreed to a further 550million fine the largest ever paid by a wall street firm in the then 76year history of the securities and exchange commission for its role in the financial crisis
1612,democratic senator carl levin who headed the 2010 senate subcommittee that investigated goldman sachs following the financial crisis summarized their misdeeds the evidence shows that goldman repeatedly put its own interests and profits ahead of the interests of its clients and our communities
1613,goldman sachs didn’t just make money
1614,it profited by taking advantage of its clients’ reasonable expectation that it would not sell products that it didn’t want to succeed and that there was no conflict of economic interest between the firm and the customers it had pledged to serve
1615,goldman’s actions demonstrate that it often saw its clients not as valuable customers but as objects for its own profit
1616,this matters because instead of doing well when its clients did well goldman sachs did well when its clients lost money
1617,even among goldman alumni steven mnuchin has distinguished himself by his willingness to profit off misery
1618,after the 2008 wall street collapse and in the midst of the foreclosure crisis mnuchin purchased a california bank
1619,the renamed company onewest earned mnuchin the nickname “foreclosure king” reportedly collecting 12 billion from the government to help cover the losses for foreclosed homes and evicting tens of thousands of people between 2009 and 2014 one attempted foreclosure involved a ninetyyearold woman who was behind on her payments by 27 cents
1620,these predatory practices drew fire during mnuchin’s confirmation hearing for treasury secretary though not enough for republicans to vote against him
1621,oregon democratic senator ron wyden said during the hearing that “while mr mnuchin was ceo the bank proved it could put more vulnerable people on the streets faster than just about anybody” and charged “onewest churned out foreclosures like chinese factories churned out trump suits and ties” profiting from natural disasters and then there’s vice president mike pence seen by many as the grownup in trump’s messy room
1622,yet it is pence the former governor of indiana who actually has the most disturbing track record when it comes to bloodyminded exploitation of human suffering
1623,when mike pence was announced as donald trump’s running mate i thought to myself “i know that name
1624,i’ve seen it somewhere” and then i remembered
1625,he was at the heart of one of the most shocking stories i’ve ever covered the disaster capitalism freeforall that followed katrina and the drowning of new orleans
1626,mike pence’s doings as a profiteer from human suffering are so appalling that they are worth exploring in a little more depth since they tell us a great deal about what we can expect from this administration during times of heightened crisis
1627,the katrina blueprint before we delve into pence’s role what’s important to remember about hurricane katrina is that though it is usually described as a “natural disaster” there was nothing natural about the way it impacted the city of new orleans
1628,when katrina hit the coast of mississippi in august 2005 it had been downgraded from a category 5 to a stilldevastating category 3 hurricane
1629,but by the time it made its way to new orleans it had lost most of its strength and been downgraded again to a “tropical storm” that’s relevant because a tropical storm should never have broken through new orleans’s flood defense
1630,katrina did break through however because the levees that protect the city did not hold
1631,why
1632,we now know that despite repeated warnings about the risk the army corps of engineers had allowed the levees to fall into a state of disrepair
1633,that failure was the result of two main factors
1634,one was a specific disregard for the lives of poor black people whose homes in the lower ninth ward were left most vulnerable by the failure to fix the levees
1635,this was part of a wider neglect of public infrastructure across the united states which is the direct result of decades of neoliberal policy
1636,because when you systematically wage war on the very idea of the public sphere and the public good of course the publicly owned bones of societyroads bridges levees water systemsare going to slip into a state of such disrepair that it takes little to push them beyond the breaking point
1637,when you massively cut taxes so that you don’t have money to spend on much of anything besides the police and the military this is what happens
1638,it wasn’t just the physical infrastructure that failed the city and particularly its poorest residents who are as in so many us cities overwhelmingly african american
1639,the human systems of disaster response also failed the second great fracturing
1640,the arm of the federal government that is tasked with responding to moments of national crisis like this is the federal emergency management agency with state and municipal governments also playing key roles in evacuation planning and response
1641,all levels of government failed
1642,it took fema five days to get water and food to people in new orleans who had sought emergency shelter in the superdome
1643,the most harrowing images from that time were of people stranded on rooftopsof homes and hospitalsholding up signs that said help  watching the helicopters pass them by
1644,people helped each other as best they could
1645,they rescued each other in canoes and rowboats
1646,they fed each other
1647,they displayed that beautiful human capacity for solidarity that moments of crisis so often intensify
1648,but at the official level it was the complete opposite
1649,i’ll always remember the words of curtis muhammad a longtime new orleans civil rights organizer who said this experience “convinced us that we had no caretakers” the way this abandonment played out was deeply unequal and the divisions cleaved along lines of race and class
1650,many people were able to leave the city on their ownthey got into their cars drove to a dry hotel called their insurance brokers
1651,some people stayed because they believed the storm defenses would hold
1652,but a great many others stayed because they had no choicethey didn’t have a car or were too infirm to drive or simply didn’t know what to do
1653,those are the people who needed a functioning system of evacuation and reliefand they were out of luck
1654,it felt like baghdad all over again with some people taking shelter in their own private green zones while many more were left stranded in the red zonewhere the worst was yet to come
1655,abandoned in the city without food or water those in need did what anyone would do in those circumstances they took provisions from local stores
1656,fox news and other media outlets seized on this to paint new orleans’s black residents as dangerous “looters” who would soon be coming to invade the dry white parts of the city and surrounding suburbs and towns
1657,buildings were spraypainted with messages “looters will be shot” checkpoints were set up to trap people in the flooded parts of town
1658,on danziger bridge police officers shot black residents on sight five of the officers involved ultimately pled guilty and the city came to a 133million settlement with the families in that case and two other similar postkatrina cases
1659,meanwhile gangs of armed white vigilantes prowled the streets looking as one resident later put it in an exposé by investigative journalist ac thompson for “the opportunity to hunt black people” in the red zone apparently anything goes
1660,i was in new orleans and i saw for myself how amped up the police and military werenot to mention private security guards from companies like blackwater who were showing up fresh from iraq
1661,it felt very much like a war zone with poor and black people in the crosshairspeople whose only crime was trying to survive
1662,by the time the national guard arrived to organize a full evacuation of the city it was done with a level of aggression and ruthlessness that was hard to fathom
1663,soldiers pointed machine guns at residents as they boarded buses providing no information about where they were being taken
1664,children were often separated from their parents
1665,what i saw during the flooding shocked me
1666,but what i saw in the aftermath of katrina shocked me even more
1667,with the city reeling and with its residents dispersed across the country and unable to protect their own interests a plan emerged to ram through a procorporate wish list with maximum velocity
1668,milton friedman then ninetythree years old wrote an article for the wall street journal stating “most new orleans schools are in ruins as are the homes of the children who have attended them
1669,the children are now scattered all over the country
1670,this is a tragedy
1671,it is also an opportunity to radically reform the educational system” in a similar vein richard baker at that time a republican congressman from louisiana declared “we finally cleaned up public housing in new orleans
1672,we couldn’t do it but god did” i was in an evacuation shelter near baton rouge when baker made that statement
1673,the people i spoke with were just floored by it
1674,imagine being forced to leave your home having to sleep in a cot in some cavernous convention center and then finding out that the people who are supposed to represent you are claiming this was some sort of divine interventiongod apparently really likes condo developments
1675,baker got his “cleanup” of public housing
1676,in the months after the storm with new orleans’s residentsand all their inconvenient opinions rich culture and deep attachmentsout of the way thousands of public housing units many of which had sustained minimal storm damage because they were on high ground were demolished
1677,they were replaced with condos and townhomes priced far out of reach for most who had lived there
1678,and this is where mike pence enters the story
1679,at the time katrina hit new orleans pence was chairman of the powerful and highly ideological republican study committee rsc a caucus of conservative lawmakers
1680,on september 13 2005just fourteen days after the levees were breached and with parts of new orleans still under waterthe rsc convened a fateful meeting at the offices of the heritage foundation in washington dc
1681,under pence’s leadership the group came up with a list of “profreemarket ideas for responding to hurricane katrina and high gas prices”thirtytwo pseudo relief policies in all each one straight out of the disaster capitalism playbook
1682,what stands out is the commitment to wage allout war on labor standards and the public spherewhich is bitterly ironic because the failure of public infrastructure is what turned katrina into a human catastrophe in the first place
1683,also notable is the determination to use any opportunity to strengthen the hand of the oil and gas industry
1684,the list includes recommendations to “automatically suspend davis– bacon prevailing wage laws in disaster areas” a reference to the law that requires federal contractors to pay a living wage “make the entire affected area a flattax freeenterprise zone” and “repeal or waive restrictive environmental regulationsthat hamper rebuilding” president bush adopted many of the recommendations within the week although under pressure he was eventually forced to reinstate the labor standards
1685,another recommendation called for giving parents vouchers to use at private and charter schools forprofit schools subsidized with tax dollars a move perfectly in line with the vision held by trump’s pick for education secretary betsy devos
1686,within the year new orleans became the most privatized school system in the united states
1687,and there was more
1688,though climate scientists have directly linked the increased intensity of hurricanes to warming ocean temperatures that didn’t stop pence and his committee from calling on congress to repeal environmental regulations on the gulf coast give permission for new oil refineries in the united states and greenlight “drilling in the arctic national wildlife refuge” it’s a kind of madness
1689,after all these very measures are a surefire way to drive up greenhouse gas emissions the major human contributor to climate change which leads to fiercer storms
1690,yet they were immediately championed by pence and later adopted by bush under the guise of responding to a devastating hurricane
1691,it’s worth pausing to tease out the implications of all of this
1692,hurricane katrina turned into a catastrophe in new orleans because of a combination of extremely heavy weather possibly linked to climate change and weak and neglected public infrastructure
1693,the so called solutions proposed by the group pence headed at the time were the very things that would inevitably exacerbate climate change and weaken public infrastructure even further
1694,he and his fellow “free market” travelers were determined it seems to do the very things that are guaranteed to lead to more katrinas in the future
1695,and now mike pence is in a position to bring this vision to the entire united states
1696,kleptocracy freeforall the oil industry wasn’t the only one to profit from hurricane katrina
1697,immediately after the storm the whole baghdad gang of contractors bechtel fluor halliburton blackwater ch2m hill and parsons infamous for its sloppy iraq workdescended on new orleans
1698,they had a singular vision to prove that the kinds of privatized services they had been providing in iraq and afghanistan also had an ongoing domestic marketand to collect nobid contracts totaling 34 billion in the process
1699,the controversies were legion too many to delve into here
1700,relevant experience often appeared to have nothing to do with how contracts were allocated
1701,take for example the company that fema paid 52 million to perform the crucial role of building a base camp for emergency workers in st bernard parish a suburb of new orleans
1702,the camp construction fell behind schedule and was never completed
1703,under investigation it emerged that the contractor lighthouse disaster relief was in fact a religious group
1704,“about the closest thing i have done to this is just organize a youth camp with my church” confessed lighthouse’s director pastor gary heldreth
1705,after all the layers of subcontractors had taken their cut there was next to nothing left for the people doing the work
1706,author mike davis tracked the way fema paid shaw 175 per square foot to install blue tarps on damaged roofs even though the tarps themselves were provided by the government
1707,once all the subcontractors took their share the workers who actually hammered in the tarps were paid as little as two dollars per square foot
1708,“every level of the contracting food chain in other words is grotesquely overfed except the bottom rung” davis wrote “where the actual work is carried out” these supposed “contractors” were reallylike the trump organization hollow brands sucking out profit and then slapping their name on cheap or nonexistent services
1709,in order to offset the tens of billions going to private companies in contracts and tax breaks in november 2005 the republican controlled congress announced that it needed to cut 40 billion from the federal budget
1710,among the programs that were slashed student loans medicaid and food stamps
1711,so the poorest people in the united states subsidized the contractor bonanza twice first when katrina relief morphed into unregulated corporate handouts providing neither decent jobs nor functional public services and second when the few programs that directly assist the unemployed and working poor nationwide were gutted to pay those bloated bills
1712, new orleans is the disaster capitalism blueprintdesigned by the current vice president and by the heritage foundation the hardright think tank to which trump has outsourced much of his administration’s budgeting
1713,ultimately the response to katrina sparked an approval ratings free fall for george w bush a plunge that eventually lost the republicans the presidency in 2008 nine years later with republicans now in control of congress and the white house it’s not hard to imagine this test case for privatized disaster response being adopted on a national scale
1714,the presence of highly militarized police and armed private soldiers in new orleans came as a surprise to many
1715,since then the phenomenon has expanded exponentially with local police forces across the country outfitted to the gills with militarygrade gear including tanks and drones and private security companies frequently providing training and support
1716,given the array of privatemilitary and security contractors occupying key positions in the trump administration we can expect all of this to expand further with each new shock
1717,the katrina experience also stands as a stark warning to those who are holding out hope for trump’s promised trillion dollars in infrastructure spending
1718,that spending will fix some roads and bridges and it will create jobs thoughas we’ll see in chapter 10 far less than green infrastructure investment to transition off fossil fuels would
1719,crucially trump has indicated that he plans to do as much as possible not through the public sector but through publicprivate partnershipswhich have a terrible track record for corruption and may result in far lower wages than true public works projects would
1720,given trump’s business record and pence’s role in the administration there is every reason to fear that his bigticket infrastructure spending could become a katrinalike kleptocracy a government of thieves with the maralago set helping themselves to vast sums of taxpayer money
1721,new orleans provides a harrowing picture of what we can expect when the next shock hits
1722,but sadly it is far from complete there is much more that this administration may try to push through under cover of crisis
1723,to become shock resistant we need to prepare for that too
1724,chapter nine the toxic todo list what to expect when you are expecting a crisis in new orleans after katrina some of the key players who now surround trump showed to what lengths they will go to decimate the public sphere and advance the interests of real estate developers private contractors and oil companies
1725,today they are in a position to take katrina national
1726,what makes this constellation of disaster capitalists all the more worrying is the fact that though trump has been able to do a great deal of damage in his first few months in office he has been repeatedly stymied by the courts and by congress
1727,and many of the more radical items on this administration’s wish list have yet to be attempted at all
1728,his education secretary betsy devos for instance has devoted her life to pushing for a privatized education system like the one in new orleans after katrina
1729,many of the figures who surround trump are passionate about dismantling social security
1730,several are equally fervent in their distaste for a free press unions and political protests
1731,trump himself has mused publicly about bringing in “the feds” to deal with crime in cities like chicago and on the campaign trail he pledged to block all muslims from entering the us not just the ones from the countries on his various lists
1732,his attorney general jeff sessions has been highly critical of police department “consent decrees” an important measure that allows the justice department and federal courts to intervene in local and state police forces if they identify a pattern of abusefor example repeated shootings of unarmed black people
1733,sessions claims these accountability mechanisms “can reduce morale for the police officers” impairing their ability to fight crime a claim unsupported by the data
1734,the wealthiest funders of trump’s campaign and of the far right more broadlythe multibillionaire koch brothers and the mercer familyhave their sights set on eliminating the remaining restrictions on money in politics while doing away with those laws that require transparency in how such private money is spent
1735,under the guise of battling a manufactured “voting fraud” crisis they are also backing groups that have been pushing measures to make it even harder for lowincome people and minorities to vote such as rules requiring photo id to cast a ballot some form of these initiatives had already been enacted in at least thirtytwo states by the time trump was elected
1736,if these twin goals are fully realized progressive challengers will be so outspent by their republican rivals and will have so much trouble getting their supporters into voting booths that the corporate coup trump represents could well become permanent
1737,realizing the full breadth of this antidemocratic vision is not achievable in the current circumstances
1738,without a crisis the courts would keep getting in the way as would several state governments controlled by democrats and on some of trump’s more sadistic dreamslike bringing back tortureeven congress might stand up to him
1739,but the full agenda is still there lying in wait
1740,which is why author and journalist peter maass writing in the intercept  described the trump white house as “a pistol cocked to go off at the first touch”or rather the first crisis
1741,as milton friedman wrote long ago “only a crisisactual or perceivedproduces real change
1742,when that crisis occurs the actions that are taken depend on the ideas that are lying around
1743,that i believe is our basic function to develop alternatives to existing policies to keep them alive and available until the politically impossible becomes politically inevitable” survivalists stockpile canned goods and water in preparation for major disasters these guys stockpile spectacularly antidemocratic ideas
1744,so the questions we need to focus on are these what disaster or series of disasters could play the enabling role
1745,and what tasks on the toxic todo list are most likely to rear their heads at these first opportunities
1746,it’s high time for some disaster preparedness
1747,states of emergency states of exception during the campaign some imagined that the more overtly racist elements of trump’s platform were just talk designed to rile up the base not anything he seriously intended to act on
1748,in trump’s first week in office when he imposed a travel ban on seven majority muslim countries that comforting illusion disappeared fast
1749,and the response was immediate
1750,in major cities across the united states thousands upon thousands of people left their homes and flooded to the airports demanding that the ban be revoked and that the travelers being detained be released
1751,taxi drivers in new york refused to take fares to or from jfk airport local politicians and lawyers showed up in droves to help the people under detention and a federal court judge finally intervened to block the ban
1752,when trump slightly modified his executive order and reissued it another judge got in his way
1753,the whole episode showed the power of resistance and of judicial courage and there was much to celebrate
1754,but we can’t forget that a terrorist attack in the united states would provide the administration with a pretext to try to override much of this kind of pushback
1755,in all likelihood they would do it swiftly by declaring protests and strikes that block roads and airports a threat to “national security” and then using that cover to go after protest organizerswith surveillance arrests and imprisonment
1756,many of us well remember the “with us or with the terrorists” atmosphere that descended after september 11 but we don’t need to go back that far to see how these dynamics work
1757,in the immediate aftermath of the westminster terror attacks in london in march 2017 when a driver plowed into a crowd of pedestrians deliberately killing four people and injuring dozens more the conservative government wasted no time declaring that any expectation of privacy in digital communications was now a threat to national security
1758,home secretary amber rudd went on the bbc and declared the endtoend encryption provided by programs like whatsapp to be “completely unacceptable” and she said that they were meeting with the large tech firms “to ask them to work with us” on providing backdoor access to these platforms
1759,in france in 2015 after the coordinated attacks in paris that killed 130 people the government of françois hollande declared a “state of emergency” that banned political protests
1760,i was in france a week after those horrific events and it was striking that though the attackers had targeted a concert a football stadium restaurants and other emblems of daily parisian life it was only outdoor political activity that was not permitted
1761,large concerts christmas markets and sporting events the sorts of places that were likely targets for further attackswere all free to carry on as usual
1762,in the months that followed the stateofemergency decree was extended again and againuntil it had been in place for well over a year
1763,it is currently set to remain in effect until at least july 2017the new normal
1764,and this took place under a centerleft government in a country with a long tradition of disruptive strikes and protests
1765,one would have to be naive to imagine that donald trump and mike pence wouldn’t immediately seize on any attack in the usa to go much further down that same road
1766,we should be prepared for security shocks to be exploited as excuses to increase the rounding up and incarceration of large numbers of people from the communities this administration is already targeting latino immigrants muslims black lives matter organizers climate activists
1767,it’s all possible
1768,and in the name of freeing the hands of law enforcement officials sessions would have his excuse to do away with federal oversight of state and local police
1769,unfortunately there is no guarantee that in the aftermath of an attack judges would show the same courage in standing up to trump as they did immediately after his inauguration
1770,as much as they position themselves as neutral arbiters courts are not immune to public hysteria
1771,and there is no doubt that the president would seize on any domestic terrorist attack to blame the courts
1772,he made this abundantly clear when he tweeted after his first travel ban was struck down “just cannot believe a judge would put our country in such peril
1773,if something happens blame him and court system” the dark prince is back trump has made no secret of his interest in torture
1774,“torture works” he said on the campaign “only a stupid person would say it doesn’t work” he also pledged to fill up guantanamo with new “bad dudes believe me we’re gonna load it up” legally this won’t be easy
1775,ever since the george w bush administration found loopholes it could exploit to take a turn toward sadism the us courts have made it harder for future administrations to follow suit as has the senate which passed an amendment in 2015 clearly stating that all interrogation techniques must follow the army field manual
1776,still if the country found itself in the grip of a largeenough security crisis there is no reason to expect that a republicancontrolled house and senate would refuse the white house the powers it demanded
1777,and mike pompeo trump’s cia director has indicated an alarming openness to going backward
1778,after originally stating unequivocally in his confirmation hearing that he would not allow torture tactics to return he followed up with an addendum “if experts believed current law was an impediment to gathering vital intelligence to protect the country i would want to understand such impediments and whether any recommendations were appropriate for changing current law” he has also called for a reversal of the limited restrictions on digital surveillance put in place after edward snowden’s revelations
1779,even without the blessing of congress or the cia an administration that is determined to violate the law can unfortunately find a way
1780,the likeliest route for trump is to outsource this dirty work to private contractors
1781,none other than blackwater founder erik prince who happens to be the brother of secretary of education betsy devos has been counseling trump behind the scenes
1782,investigative journalist jeremy scahill who wrote an awardwinning book on blackwater reports that prince not only donated 100000 to a trumpfriendly political action committee but actively advised the transition team “on matters related to intelligence and defense including weighing in on candidates for the defense and state departments” and in april the washington post published a report revealing that the united arab emirates arranged a secret meeting in january between blackwater founder erik prince and a russian close to president vladimir putin as part of an apparent effort to establish a backchannel line of communication between moscow and presidentelect donald trump according to us european and arab officials
1783,the meeting took place around jan 11nine days before trump’s inaugurationin the seychelles islands in the indian ocean officials said
1784,prince the post reported “presented himself as an unofficial envoy for trump” through a spokesperson prince described the account as “a complete fabrication
1785,the meeting had nothing to do with president trump” prince’s appearance in all this is alarming for reasons that go well beyond the revelation of yet another link between the trump team and russia
1786,in the wake of a long line of lawsuits and investigations in 2014 a us federal jury found four blackwater employees guilty on charges including firstdegree murder in a massacre in baghdad’s nisour square that left seventeen people dead prince attempted to rename blackwater and finally sold the company
1787,he now has a new firm frontier services group
