,0
582,precarious and poorly paid and providing access neither to labor rights nor to social entitlements it also fails to afford autonomy selfrealization or the opportunity to acquire and exercise skills
583,what this work does provide by contrast is vulnerability to abuse and harassment
584,equally importantly the wages we earn within this regime are often insufficient to cover the costs of our own social reproduction let alone that of our families
585,access to the wage of another household member helps of course but is still rarely enough
586,as a result many of us are forced to work multiple “mcjobs” traveling long distances between them via expensive deteriorating and unsafe means of transport
587,in comparison with the postwar era the number of hours of waged work per household has skyrocketed cutting deep into the time available to replenish ourselves care for our families and friends and maintain our homes and communities
588,far from inaugurating a feminist utopia then neoliberal capitalism in reality generalizes exploitation
589,not just men but women too are now forced to sell their labor power piecemealand cheaplyin order to survive
590,and that is not all today’s exploitation is overlaid with expropriation
591,refusing to pay the costs of reproducing its own increasingly feminized labor force capital is no longer content to appropriate “only” the surplus value its workers produce over and above their own means of subsistence
592,in addition it now drills deep into the bodies minds and families of those it exploits extracting not only surplus energies but also those needed for replenishment
593,mining social reproduction as a further source of profit it cuts into bone
594,capital’s assault on social reproduction also proceeds through the retrenchment of public social services
595,in the previous socialdemocratic or statemanaged phase of capitalist development working classes in wealthy countries won some concessions from capital in the form of state support for social reproduction pensions unemployment insurance child allowances free public education and health insurance
596,the result however was no golden age the gains achieved by majorityethnicity workers in the capitalist core rested on the often counterfactual assumption of women’s dependency through the family wage racialethnic exclusions from social security heteronormative eligibility criteria for social welfare and ongoing imperial expropriation in the “third world” nevertheless these concessions offered partial protection for some from capital’s inherent tendency to cannibalize social reproduction
597,neoliberal financialized capitalism is a different animal altogether
598,far from empowering states to stabilize social reproduction through public provision it authorizes finance capital to discipline states and publics in the immediate interests of private investors
599,its weapon of choice is debt
600,finance capital lives off of sovereign debt which it uses to outlaw even the mildest forms of socialdemocratic provision coercing states to liberalize their economies open their markets and impose “austerity” on defenseless populations
601,simultaneously it proliferates consumer debtfrom subprime mortgages to credit cards and student loans from payday loans to microcreditwhich it uses to discipline peasants and workers to keep them subservient on the land and on the job and to ensure that they continue to buy gmo seeds and cheap consumer goods at levels well above what their low wages would otherwise allow
602,in both ways the regime sharpens capitalism’s inherent contradiction between the imperative of accumulation and the requirements of social reproduction
603,simultaneously demanding increased working hours and retrenched public services it externalizes carework onto families and communities while diminishing their capacity to perform it
604,the result is a mad scramble on the part of women especially to shoehorn socialreproductive responsibilities into the interstices of lives that capital demands be devoted primarily to its accumulation
605,typically this means offloading carework onto less privileged others
606,the result is to forge “global care chains” as those who possess the means to do so hire poorer women often migrants andor members of racialized groups to clean their homes or care for their children and aging parents while they themselves pursue more lucrative work
607,but of course that leaves the lowpaid careworker scrambling to meet her own domestic and familial responsibilities often by transferring them to other stillpoorer women who in turn must do the sameand on and on often across great distances
608,this scenario fits the gendered strategies of indebted postcolonial states that have been subjected to “structural adjustment” desperate for hard currency some of these states have actively promoted women’s emigration to perform paid carework abroad for the sake of remittances while others have courted foreign direct investment by creating exportprocessing zones often in industries such as textiles and electronics assembly that prefer to employ lowpaid women workers who are then subject to rampant labor and sexual violence
609,in both cases socialreproductive capacities are further squeezed
610,far from filling the care gap the net effect is to displace it from richer to poorer families from the global north to the global south
611,the overall result is a new dualized organization of social reproduction commodified for those who can pay for it and privatized for those who cannot as some in the second category provide carework in return for low wages for those in the first
612,all of this adds up to what some call a “crisis of care” but that expression can easily mislead for as we argued in our manifesto this crisis is structuralpart and parcel of the broader general crisis of contemporary capitalism
613,given the latter’s severity it is no wonder that struggles over social reproduction have exploded over recent years
614,northern feminists often describe their focus as the “balance between family and work” but struggles over social reproduction encompass much moreincluding grassroots community movements for housing health care food security and an unconditional basic income struggles for the rights of migrants domestic workers and public employees campaigns to unionize social service workers in forprofit nursing homes hospitals and childcare centers and struggles for public services such as day care and elder care a shorter work week and generous paid maternity and parental leave
615,taken together these claims are tantamount to a demand for a massive reorganization of the relation between production and reproduction for social arrangements that prioritize people’s lives and social connections over production for profit for a world in which people of every gender nationality sexuality and color combine socialreproductive activities with safe wellremunerated and harassmentfree work
616,the preceding analysis informs the fundamental political point of our manifesto feminism must rise to the occasion of the current crisis
617,as we said this is a crisis that capitalism can at best displace but cannot solve
618,a true resolution requires nothing less than an entirely new form of social organization
619,certainly our manifesto does not prescribe the precise contours of an alternative as the latter must emerge in the course of the struggle to create it
620,but some things are already clear
621,contra liberal feminism sexism cannot be defeated by equalopportunity dominationnor contra ordinary liberalism by legal reform
622,by the same token and pace traditional understandings of socialism an exclusive focus on wage labor’s exploitation cannot emancipate womennor indeed working people of any gender
623,it is also necessary to target capital’s instrumentalization of unwaged reproductive labor to which exploitation is in any case tied
624,what is needed in fact is to overcome the system’s stubborn nexus of production and reproduction its entwinement of profitmaking with peoplemaking and its subordination of the second to the first
625,and this means abolishing the larger system that generates their symbiosis
626,our manifesto identifies liberal feminism as a major obstacle to this emancipatory project
627,that current achieved its present dominance by outlasting indeed reversing the feminist radicalism of the previous period
628,the latter had arisen in the 1970s on the crest of a powerful wave of anticolonial struggles against war racism and capitalism
629,sharing in their revolutionary ethos it questioned the entire structural basis of the existing order
630,but when the radicalism of that era subsided what emerged as hegemonic was a feminism shorn of utopian revolutionary aspirationsa feminism that reflected and accommodated mainstream liberal political culture
631,liberal feminism is not the whole story of course
632,combative antiracist and anticapitalist feminist currents have continued to exist
633,black feminists have produced insightful analyses of the intersection of class exploitation racism and gender oppression and newer materialist queer theories have disclosed important links between capitalism and the oppressive reification of sexual identities
634,militant collectives have kept up their hard daytoday grassroots work and marxist feminism is now undergoing a revival
635,nevertheless the rise of neoliberalism transformed the general context in which radical currents had to operate weakening every pro–working class movement while empowering corporatefriendly alternativesliberal feminism among them
636,today however liberal feminist hegemony has begun to crumble and a new wave of feminist radicalism has emerged from the rubble
637,as we noted in our manifesto the key innovation of the current movement is the adoption and reinvention of the strike
638,by striking feminists have taken a form of struggle identified with the workers’ movement and retooled it
639,withholding not only waged work but also the unwaged work of social reproduction they have disclosed the latter’s indispensable role in capitalist society
640,making visible women’s power they have challenged labor unions’ claim to “own” the strike
641,signaling their unwillingness to accept the existing order feminist strikers are redemocratizing labor struggle restating what should have been obvious strikes belong to the working class as a wholenot to a partial stratum of it nor to particular organizations
642,the potential effects are very farreaching
643,as we noted in our manifesto feminist strikes are forcing us to rethink what constitutes class and what counts as class struggle
644,karl marx famously theorized the working class as the “universal class” what he meant was that by fighting to overcome its own exploitation and domination the working class was also challenging a social system that oppresses the overwhelming majority of the world’s population and thereby forwarding the cause of humanity as such
645,but marx’s followers have not always grasped that neither the working class nor humanity is an undifferentiated homogenous entity and that universality cannot be achieved by ignoring their internal differences
646,we are still paying the price today for these political and intellectual lapses
647,while neoliberals cynically celebrate “diversity” in order to prettify capital’s predations too many sections of the left still fall back on the old formula holding that what unites us is an abstract and homogenous notion of class and that feminism and antiracism can only divide us
648,what is becoming increasingly clear however is that the standard portrait of the militant worker as white and male is badly out of sync with the timesindeed it was never accurate in the first place
649,as we argued in our manifesto today’s global working class also comprises billions of women immigrants and people of color
650,it struggles not only in the workplace but also around social reproduction from the food riots central to the arab revolutions to the movements against gentrification that occupied istanbul’s taksim square to the struggles against austerity and in defense of social reproduction that animated the indignados
651,our manifesto rejects both perspectives the classreductionist left one that conceives the working class as an empty homogeneous abstraction and the progressiveneoliberal one that celebrates diversity for its own sake
652,in their place we have proposed a universalism that acquires its form and content from the multiplicity of struggles from below
653,to be sure the differences inequalities and hierarchies that inhere in capitalist social relations do give rise to conflicts of interest among the oppressed and exploited
654,and by itself the proliferation of fragmentary struggles will not give birth to the sort of robust broadbased alliances needed to transform society
655,however such alliances will become utterly impossible if we fail to take our differences seriously
656,far from proposing to obliterate or trivialize them our manifesto advocates that we fight against capitalism’s weaponization of our differences
657,feminism for the 99 percent embodies this vision of universalism always in formation always open to transformation and contestation and always establishing itself anew through solidarity
658,feminism for the 99 percent is a restless anticapitalist feminismone that can never be satisfied with equivalences until we have equality never satisfied with legal rights until we have justice and never satisfied with democracy until individual freedom is calibrated on the basis of freedom for all
